Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
It's been an awfully boring day	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
It's been a dull ass day	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
Today has been dull	Well, let me know if there's anything I can do for you.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	266
I'm absolutely ecstatic	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm happy af	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’m having a lovely day	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’m having a wonderful day	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’m in such a great mood	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’m on cloud nine	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’m over the moon	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’m overjoyed	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’m the happiest guy on earth	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’m walking on sunshine	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’ve never been happier	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’m happy as a clam	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm absolutely buzzing	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’m feeling so chipper	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm absolutely overjoyed	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm all smiles	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm bursting with happiness	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm bursting with joy	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm buzzing	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm chuffed	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm euphoric	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm feeling cheery	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm feeling chipper	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
Best day ever	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm a happy camper	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I couldn’t be happier	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I am a ball of joy	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I am a happy camper	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I am a jolly green giant	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I am a jolly person	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I am happy	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I am happy, oh so happy	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I am joyous	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I am so jolly	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I can’t stop smiling	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I can't help but be happy	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’m having a good day	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I can't stop smiling	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm happy as a clam	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I feel amazing	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I feel elated	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I feel fantastic	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I feel like I'm floating on air	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I feel so great	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I love my life	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’m a happy camper	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’m absolutely delighted	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’m feeling cheerful	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I’m feeling giddy	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I can't help but be joyful	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
My spirits are excellent	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm feeling peachy	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm the happiest girl in the world	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm the happiest girl on earth	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm the happiest guy in the world	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm the happiest man in the world	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm tickled pink	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
It's hard not to be happy	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I've never been happier	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
Life is amazing	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
Life is awesome	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm the happiest gal in the world	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
Life is good	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm the happiest boy in the world	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
Oh happy day	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
Today is the best	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
We couldn’t be happier	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
What a fantastic day	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
What a glorious day	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
what a great day	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
What a happy day	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
What a joyous day	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
What an amazing day	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
What can I say? I'm just happy	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
Life is beautiful	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm on cloud 9	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm having a great day	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm in a great mood	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm in good spirits	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm in such a good mood	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm joyous	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm just a cheerful gal	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm just a cheerful girl	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm just a cheerful kind of guy	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm just a cheerful person	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm just a cheery person	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm the happiest gal on earth	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm living the dream	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
You've never met anyone more joyful than me	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm on cloud nine	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm on top of the world	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm one happy camper	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm over the moon	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm positively buzzing	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm positively ecstatic	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm positively overjoyed	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm so gosh darn happy	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm so happy	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm so happy I could just die	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I'm just thrilled	I'm happy to hear that.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	267
I have returned	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
And we're back	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
Bot I'm here	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
Bro I'm here	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
Girl I am back	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
Here I am	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
Here I am dude	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
Hey dude, I'm back	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
Hey I'm back	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
I am here	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
I am present	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
And now I'm back	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
I have arrived	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
Your girl is back	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
I'm back	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
I'm back on the computer	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
I'm here in the flesh	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
Sup I'm back	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
Tada! Here I am!	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
Tada! I'm back	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
Tada! I'm here	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
Yo I'm back	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
You better believe I'm here	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
Your boy is back	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
I am present and accounted for	Hi.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	268
I require sustenance	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
Hangry	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
I feel peckish	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
I have hunger	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
I have the munchies	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
I need food in my belly	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
I feel a little peckish	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
I need sustenance	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
I could eat a horse	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
I want a snack	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
I want food	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
I want noms	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
I want some food	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
I want to eat	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
I'd love some food	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
I need noms	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
I am so hungry	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
Hunger	Maybe a snack will help.	qna_chitchat_professional.tsv	editorial:chitchat	[]	False	[]	269
